ID,タイプ,SKU,名前,公開済み,オススメですか ?,カタログでの表示,簡単な説明,説明,セール価格の開始日,セール価格の終了日,税状況,税区分,在庫の有無,在庫,在庫量わずか,お取り寄せを許可する ?,個別に販売しますか ?,重量 (kg),長さ(cm),幅 (cm),高さ (cm),カスタマーレビューを許可しますか ?,注意事項,セール価格,標準価格,カテゴリー,タグ,送料区分,画像,ダウンロード制限,ダウンロード有効期限日,親,セット販売商品,アップセル,クロスセル,外部 URL,ボタンのテキスト,位置,メタ: rnb_settings_for_display,メタ: rnb_settings_for_labels,メタ: rnb_settings_for_conditions,メタ: rnb_settings_for_validations,メタ: redq_calendar_date_format,メタ: redq_calendar_time_format,メタ: redq_choose_european_date_format,メタ: redq_max_time_late,メタ: rnb_pay_extra_hours,メタ: redq_max_rental_days,メタ: redq_min_rental_days,メタ: redq_rental_starting_block_dates,メタ: redq_rental_before_booking_block_dates,メタ: redq_rental_post_booking_block_dates,メタ: redq_time_interval,メタ: rnb_show_price_type,メタ: redq_allowed_times,メタ: rnb_booking_layout,メタ: redq_rental_local_enable_single_day_time_based_booking,メタ: redq_rental_local_quantity_on_days,メタ: rnb_inventory_title,メタ: redq_flip_pricing_plan_text,メタ: rnb_unit_price,メタ: redq_pickup_location_heading_title,メタ: redq_pickup_loc_placeholder,メタ: redq_dropoff_location_heading_title,メタ: redq_return_loc_placeholder,メタ: redq_pickup_date_heading_title,メタ: redq_pickup_date_placeholder,メタ: redq_pickup_time_placeholder,メタ: redq_dropoff_date_heading_title,メタ: redq_dropoff_date_placeholder,メタ: redq_dropoff_time_placeholder,メタ: rnb_quantity_label,メタ: redq_rnb_cat_heading,メタ: redq_resources_heading_title,メタ: redq_adults_heading_title,メタ: redq_adults_placeholder,メタ: redq_childs_heading_title,メタ: redq_childs_placeholder,メタ: redq_discount_text_title,メタ: redq_total_cost_text_title,メタ: rnb_invalid_date_range_notice,メタ: rnb_max_day_notice,メタ: rnb_min_day_notice,メタ: rnb_quantity_notice,メタ: redq_book_now_button_text,メタ: redq_rfq_button_text,メタ: redq_username_title,メタ: redq_username_placeholder,メタ: redq_password_title,メタ: redq_password_placeholder,メタ: redq_first_name_title,メタ: redq_first_name_placeholder,メタ: redq_last_name_title,メタ: redq_last_name_placeholder,メタ: redq_phone_title,メタ: redq_phone_placeholder,メタ: redq_email_title,メタ: redq_email_placeholder,メタ: redq_message_title,メタ: redq_message_placeholder,メタ: redq_submit_button_text,メタ: redq_security_deposite_heading_title,メタ: redq_rental_local_show_pickup_date,メタ: redq_rental_local_show_pickup_time,メタ: redq_rental_local_show_dropoff_date,メタ: redq_rental_local_show_dropoff_time,メタ: rnb_enable_quantity,メタ: redq_rental_local_show_pricing_flip_box,メタ: redq_rental_local_show_price_discount_on_days,メタ: redq_rental_local_show_price_instance_payment,メタ: redq_rental_local_show_request_quote,メタ: redq_rental_local_show_book_now,メタ: redq_rental_local_required_pickup_location,メタ: redq_rental_local_required_return_location,メタ: redq_rental_local_required_person,メタ: redq_rental_required_local_pickup_time,メタ: redq_rental_required_local_return_time,メタ: redq_rental_fri_min_time,メタ: redq_rental_fri_max_time,メタ: redq_rental_sat_min_time,メタ: redq_rental_sat_max_time,メタ: redq_rental_sun_min_time,メタ: redq_rental_sun_max_time,メタ: redq_rental_mon_min_time,メタ: redq_rental_mon_max_time,メタ: redq_rental_thu_min_time,メタ: redq_rental_thu_max_time,メタ: redq_rental_wed_min_time,メタ: redq_rental_wed_max_time,メタ: redq_rental_thur_min_time,メタ: redq_rental_thur_max_time,
620,redq_rental,101,Dive-DGZ530H4-M2S5,1,0,visible,"mouse\nモニター、キャプチャーボード、ソフトウェアは付属しておりません\nOBSインストール済","デスクトップ\nWindows10 Core i9 32GB SSD 512GB",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Desktop,,,http://localhost:10008/wp-content/uploads/2020/12/img-product-main_gf-1.png,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,102,Mac Book Pro,1,,visible,Apple,"Mac001
OS High Sierra 10.13.2 Core i5 8GB SSD256GB USキー",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Lap Top,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,103,Mac Book Pro,1,,visible,Apple,"Mac002
OS High Sierra 10.13.6 Core i5 8GB SSD256GB USキー",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Lap Top,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,104,Mac Book Pro,1,,visible,Apple,"Mac003
OS Mojave 10.14.1 Core i5 8GB SSD256GB JISキー",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Lap Top,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,105,Mac Book Air,1,,visible,Apple,"Mac004
OS Catalina 10.15.3 Core i5 8GB SSD256GB USキー",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Lap Top,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,106,Vostro 3567,1,,visible,Dell,"ノート Win003-6 
Windows10 Core i5 8GB HDD1TB",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Lap Top,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,107,G-tune E5,1,,visible,mouse,"ノート Win007-12 
Windows10 Core i7 16GB SSD512GB",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Lap Top,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,108,DeckLink Mini QUAD2,1,,visible,Blackmagic Design,SDI DIN 入出力切替可8系統,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,109,DeckLink MiniQuad HDMI Recorder,1,,visible,Blackmagic Design,HDMI 入力4系統,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,110,DeckLink Mini Recoder,1,,visible,Blackmagic Design,HDMI or SDI 入力1系統,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,111,,1,,visible,,,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,112,M235r,1,,visible,Logicool,ワイヤレス　白赤青シルバー,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,113,M187,1,,visible,Logicool,ワイヤレス 白赤,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,114,M100rBK,1,,visible,Logicool,Dive用・有線,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,115,RTX1210,1,,visible,YAMAHA,LAN 3ポート/LAN1ポートは8ポートL2スイッチ,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,116,RTX3500,1,,visible,YAMAHA,LAN 4ポート/LAN1/LAN2は4ポートL2スイッチ,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,117,SWX2310,1,,visible,YAMAHA,,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,118,WSR-1800AX4/NBK,1,,visible,BUFFALO,Wi-Fi6 11ax / 11ac AX1800 574+1200Mbps,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,119,WHR-1166DHP4,1,,visible,BUFFALO,"Wi-Fi 11ac866+11n/g/b300Mbps/LAN 100Mbx4
無線LAN
5GHz/2.4GHz 2本（内部）
有線LAN
LANポート：最大100Mbps×4
INTERNETポート：最大1000Mbps×1",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,120,BS-G2024MR,1,,visible,BUFFALO,"Giga対応 24ポート
192.168.1.201〜    24ポート/512kbyte/48Gbps/10BASE-T/100BASE-TX/1000BASE-T対応",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,121,LSW6-GT-5NS,1,,visible,BUFFALO,Giga対応 5ポート,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,122,LSW4-GT-5NS,1,,visible,BUFFALO,Giga対応 5ポート,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,123,LSW6-GT-8NS,1,,visible,BUFFALO,Giga対応 8ポート,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,124,ETX-ESH5K,1,,visible,I-O DATA,100BASE-TX/10BASE-T対応 5ポート,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Network,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,125,iPad(第8世代),1,,visible,Apple,シルバー・32GB・10.2インチ,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Tablet,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,126,iPad(第8世代),1,,visible,Apple,シルバー・128GB10.2インチ,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > Tablet,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,127,MB110LL/B ,1,,visible,Apple,有線　USキー,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,128,A1255,1,,visible,Apple,ワイヤレス USキー,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,129,,1,,visible,Mouse,Dive用・有線 JISキー,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,130,NT-19UH2BK,1,,visible,SANWA,"Enterキー以外のすべてのキーに割り付けが可能
USB HID Ver.2.0準拠",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,131,PLATFORM M+,1,,visible,ICON DIGITAL,"ムービングフェーダー 9フェーダー
■8基の10ビットの解像度を持つタッチセンス付き100mmモーターライズドチャンネルフェーダー
■1基の10ビットの解像度を持つタッチセンス付き100mmモーターライズドマスターフェーダー",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,132,APC MINI,1,,visible,AKAI,"8x8 64ボタン 9フェーダー
3色バックライト搭載の64（8 x 8）のクリップ・ラウンチ・マトリクス/8本のチャンネル・フェーダーと1本のマスタ・フェーダー",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,133,STREAM DECK XL,1,,visible,elgato,"4x8 32ボタン
対応OSはWindows 10、macOS 10.13以降",,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,134,EX-BD03K,1,,visible,I-O DATA,Blu-rayドライブ,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,
,redq_rental,135,フロッピーディスク,1,,visible,TOSHIBA,フロッピーディスクドライブ,,,taxable,,1,100,,0,0,,,,,1,,,,配信:PC関連 > 周辺機器,,,,,,,,,,,カートに入れる,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,