タイプ,SKU,公開済み,カタログでの表示,種別,簡単な説明,名前,,,説明,税状況,在庫の有無,在庫,カスタマーレビューを許可しますか ?,カテゴリー,ボタンのテキスト,位置,メタ: rnb_settings_for_display,メタ: rnb_settings_for_labels,メタ: rnb_settings_for_conditions,メタ: rnb_settings_for_validations,メタ: redq_calendar_date_format,メタ: redq_calendar_time_format,メタ: redq_choose_european_date_format,メタ: redq_max_time_late,メタ: rnb_pay_extra_hours,メタ: redq_max_rental_days,メタ: redq_min_rental_days,メタ: redq_rental_starting_block_dates,メタ: redq_rental_before_booking_block_dates,メタ: redq_rental_post_booking_block_dates,メタ: redq_time_interval,メタ: rnb_show_price_type,メタ: redq_allowed_times,メタ: rnb_booking_layout,メタ: redq_rental_local_enable_single_day_time_based_booking,メタ: redq_rental_local_quantity_on_days,メタ: rnb_inventory_title,メタ: redq_flip_pricing_plan_text,メタ: rnb_unit_price,メタ: redq_pickup_location_heading_title,メタ: redq_pickup_loc_placeholder,メタ: redq_dropoff_location_heading_title,メタ: redq_return_loc_placeholder,メタ: redq_pickup_date_heading_title,メタ: redq_pickup_date_placeholder,メタ: redq_pickup_time_placeholder,メタ: redq_dropoff_date_heading_title,メタ: redq_dropoff_date_placeholder,メタ: redq_dropoff_time_placeholder,メタ: rnb_quantity_label,メタ: redq_rnb_cat_heading,メタ: redq_resources_heading_title,メタ: redq_adults_heading_title,メタ: redq_adults_placeholder,メタ: redq_childs_heading_title,メタ: redq_childs_placeholder,メタ: redq_discount_text_title,メタ: redq_total_cost_text_title,メタ: rnb_invalid_date_range_notice,メタ: rnb_max_day_notice,メタ: rnb_min_day_notice,メタ: rnb_quantity_notice,メタ: redq_book_now_button_text,メタ: redq_rfq_button_text,メタ: redq_username_title,メタ: redq_username_placeholder,メタ: redq_password_title,メタ: redq_password_placeholder,メタ: redq_first_name_title,メタ: redq_first_name_placeholder,メタ: redq_last_name_title,メタ: redq_last_name_placeholder,メタ: redq_phone_title,メタ: redq_phone_placeholder,メタ: redq_email_title,メタ: redq_email_placeholder,メタ: redq_message_title,メタ: redq_message_placeholder,メタ: redq_submit_button_text,メタ: redq_security_deposite_heading_title,メタ: redq_rental_local_show_pickup_date,メタ: redq_rental_local_show_pickup_time,メタ: redq_rental_local_show_dropoff_date,メタ: redq_rental_local_show_dropoff_time,メタ: rnb_enable_quantity,メタ: redq_rental_local_show_pricing_flip_box,メタ: redq_rental_local_show_price_discount_on_days,メタ: redq_rental_local_show_price_instance_payment,メタ: redq_rental_local_show_request_quote,メタ: redq_rental_local_show_book_now,メタ: redq_rental_local_required_pickup_location,メタ: redq_rental_local_required_return_location,メタ: redq_rental_local_required_person,メタ: redq_rental_required_local_pickup_time,メタ: redq_rental_required_local_return_time,メタ: redq_rental_fri_min_time,メタ: redq_rental_fri_max_time,メタ: redq_rental_sat_min_time,メタ: redq_rental_sat_max_time,メタ: redq_rental_sun_min_time,メタ: redq_rental_sun_max_time,メタ: redq_rental_mon_min_time,メタ: redq_rental_mon_max_time,メタ: redq_rental_thu_min_time,メタ: redq_rental_thu_max_time,メタ: redq_rental_wed_min_time,メタ: redq_rental_wed_max_time,メタ: redq_rental_thur_min_time,メタ: redq_rental_thur_max_time,メタ: _wp_old_date
redq_rental,,,,列1,列2,列3,列4,列5,列14,taxable,,,,,,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,201,1,visible,コンソール,MA Lighting,MA2 Tour Pack,,1024ch(5pin) MA2onPC Command Wing EXECフェータ_ー6本,"MAonPCcommand wing● EXECフェータ_ー × 6● 100mm A/B フェータ_ー　２本● 電源 AC90-240V 50-60Hz ● 546 x 395 x 70mm 6kg",taxable,1,10000,1,照明関連 > コンソール,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,202,1,visible,コンソール,Daslight,DVC4 GOLD ZM,,1024ch(3pin) 要ソフトウェアインストール済PC,"＜推奨動作環境＞・Windows7以上、macOS X 10.10以上（Windows10、macOS Mojave対応)・2GHz Dual Coreプロセッサー以上・4GB メモリー（RAM）以上・1GB以上のメモリーを搭載したビデオカード・1920 x 1080 pixel スクリーン・OpenGL3.1（3D）",taxable,1,10000,1,照明関連 > コンソール,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,203,1,visible,コンソール,High End Systems,Hog4 DMX Widget,,512ch(5pin) 要ソフトウェアインストール済PC,512ch(5pin) 要ソフトウェアインストール済PC,taxable,1,10000,1,照明関連 > コンソール,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,204,1,visible,コンソール,Lite-Puter,CX-3B,,512ch(3/5pin) パッチ不可 シーンメモリー対応　12フェーダー,512ch(3/5pin) パッチ不可 シーンメモリー対応　12フェーダー,taxable,1,10000,1,照明関連 > コンソール,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,205,1,visible,コンソール,Lite-Puter,CX-1204,,12ch(3/5pin) パッチ不可 12フェーダー,"■DMXコントローラー■電源：DC12V/1A■プロトコル：DMX-512■コントロールチャンネル：12チャンネル■寸法： 380 x 53 x 186 mm■質量：2.0kg",taxable,1,10000,1,照明関連 > コンソール,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,206,1,visible,ディマーユニット,Lite-Puter,DX-1230,,12ch 30A/ch T型仕様 ミニCご希望は変換ケーブルおつけします,"■電源：AC100-240V、45-63Hz、ターミナル端子■単相2線、単相3線、3相3線、3相4線　■出力：30A×12ch※入力電圧と同じ電圧が出力されます。",taxable,1,10000,1,照明関連 > ディマーユニット,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,207,1,visible,ディマーユニット,Lite-Puter,DX-1220,,12ch 20A/ch  T型仕様 ミニCご希望は変換ケーブルおつけします,"■電源：AC100-240V、45-63Hz、ターミナル端子■単相2線、単相3線、3相3線、3相4線■出力：20A×12ch※入力電圧と同じ電圧が出力されます。",taxable,1,10000,1,照明関連 > ディマーユニット,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,208,1,visible,ディマーユニット,Lite-Puter,DX-401A,,フェーダーなし  4ch 10A/ch,"■電源：AC100-120V(45-63Hz)■単相2線■15A入力×2、(ch1、2)、(ch3、4)組別■出力：最大10A/各ch■4ch出力",taxable,1,10000,1,照明関連 > ディマーユニット,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,209,1,visible,ディマーユニット,Lite-Puter,DX-40２A,,フェーダー付き  4ch 10A/ch,"■電源：AC100-120V(45-63Hz)■単相2線■15A入力×2、(ch1、2)、(ch3、4)組別■出力：最大10A/各ch■4ch出力",taxable,1,10000,1,照明関連 > ディマーユニット,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,210,1,visible,DMX分配器,ELATION,DMX-Branch/4,,1in 4out 1Link out (3/5pin),"■3PIN、5PIN　XLR端子■4アイソレート出力■1リンク出力■リンクアウト/ターミネーター　ボタン■電源 ： AC100V 50/60Hz■ヒューズ ： 5A 250V 5 x 20mm■寸法 ： 330 x 184 x 76 mm■質量 ： 3.2kg",taxable,1,10000,1,照明関連 > DMX分配器,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,211,1,visible,DMX分配器,LITEPUTER,DP-81II,,1in 8out (5pin),"■電源：AC100V　50/60Hz　電源ケーブル付属■入力：XLR5オス×1■出力：XLR5メス×8■寸法：48.2W×4.4H×11.3D、1U、1.16kg",taxable,1,10000,1,照明関連 > DMX分配器,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,212,1,visible,DMXミキサー,LITEPUTER,DP-82II,,8in 1out (5pin),"■電源：AC100-120V　電源ケーブル付属■HTP仕様(信号最大値が優先されます)■入力：XLR5ピンオス×8■出力：XLR5ピンメス×1■寸法：48.2W×4.4H×11.3D、1U、1.16kg",taxable,1,10000,1,照明関連 > コンソール,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,213,1,visible,ムービング,Silverstar,Cyan6000,,4in1 RGBW 350W,4in1 RGBW 350W,taxable,1,10000,1,照明関連 > ムービング,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,214,1,visible,ムービング,IMRELAX,Beam230,,ランプ 450W,ランプ 450W,taxable,1,10000,1,照明関連 > ムービング,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,215,1,visible,LED PAR,AMERICAN DJ,12P HEX,,6in1 RGBWAUV 150W,6in1 RGBWAUV 150W,taxable,1,10000,1,照明関連 > LED,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,216,1,visible,LED PAR,AMERICAN DJ,12PX HEX,,6in1 RGBWAUV パワコン 150W,6in1 RGBWAUV パワコン 150W,taxable,1,10000,1,照明関連 > LED,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,217,1,visible,LED BAR,AMERICAN DJ,ULTLA BAR 12,,3in1 RGB 43W,3in1 RGB 43W,taxable,1,10000,1,照明関連 > LED,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,218,1,visible,LED PAR,COLDRIVER,防水ズームPar,,防水・ズーム 220W,防水・ズーム 220W,taxable,1,10000,1,照明関連 > LED,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,219,1,visible,撮影用LED,SAMTAIN,撮影用LED,,3200K-5600K色温度　100W相当,3200K-5600K色温度　100W相当,taxable,1,10000,1,照明関連 > LED,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,220,1,visible,灯体,TOSHIBA,2灯ミニブルートライト,,1kW,1kW,taxable,1,10000,1,照明関連 > 一般照明,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,221,0,visible,灯体,パーライト,PAR 56ショート 3N,,銀   300W,銀   300W,taxable,1,10000,1,照明関連 > 一般照明,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
redq_rental,222,0,visible,灯体,パーライト,PAR 56ショート　カラ,,銀   ,,taxable,1,10000,1,照明関連 > 一般照明,予約する,0,global,global,global,global,Y/m/d,24-hours,no,,no,,,,,,,daily,,layout_one,open,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,closed,open,closed,open,closed,closed,closed,closed,open,closed,closed,closed,closed,closed,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,2020-12-15
